seed,file,name_presence,location_presence,price_presence,rating_presence,amenities_presence,all5_presence
44,hotels_html/trip-0048.html,100,100,100,100,100,100
44,hotels_html/booking-1109.html,100,100,0,100,100,0
44,hotels_html/agoda-0922.html,100,100,0,100,100,0
44,hotels_html/trip-1976.html,100,100,100,100,100,100
44,hotels_html/hotel-1159.html,100,100,100,0,100,0
44,hotels_html/booking-1889.html,100,100,0,100,100,0
44,hotels_html/trip-0638.html,100,100,100,100,100,100
44,hotels_html/booking-0093.html,100,100,0,100,100,0
44,hotels_html/booking-1433.html,100,100,0,100,100,0
44,hotels_html/booking-0043.html,100,100,0,100,100,0
44,hotels_html/agoda-1704.html,100,100,100,100,100,100
44,hotels_html/booking-1452.html,100,100,0,100,100,0
44,hotels_html/kayak-1260.html,100,100,100,100,100,100
44,hotels_html/booking-1098.html,100,100,0,100,100,0
44,hotels_html/trip-0410.html,100,100,100,100,100,100
44,hotels_html/trip-1914.html,100,100,100,100,100,100
44,hotels_html/agoda-1834.html,100,100,0,100,100,0
44,hotels_html/kayak-0831.html,100,100,100,100,100,100
44,hotels_html/trip-1472.html,100,100,100,100,100,100
44,hotels_html/booking-0411.html,100,100,0,100,100,0
44,hotels_html/agoda-0072.html,100,100,0,100,100,0
44,hotels_html/trip-0349.html,100,100,100,100,100,100
44,hotels_html/agoda-0448.html,100,100,0,100,100,0
44,hotels_html/trip-0175.html,100,100,100,100,100,100
44,hotels_html/hotel-1760.html,100,100,100,0,100,0
44,hotels_html/booking-1944.html,100,100,0,100,100,0
44,hotels_html/trip-0962.html,100,100,100,100,100,100
44,hotels_html/booking-1861.html,100,100,0,100,100,0
44,hotels_html/trip-2028.html,100,100,100,100,100,100
44,hotels_html/agoda-0795.html,100,100,0,100,100,0
44,hotels_html/hotel-0046.html,100,100,100,100,100,100
44,hotels_html/booking-0458.html,100,100,0,100,100,0
44,hotels_html/booking-0630.html,100,100,0,100,100,0
44,hotels_html/trip-1021.html,100,100,100,100,100,100
44,hotels_html/hotel-1939.html,100,100,100,100,100,100
44,hotels_html/kayak-1618.html,100,100,100,100,100,100
44,hotels_html/kayak-0402.html,100,100,100,100,100,100
44,hotels_html/booking-1178.html,100,100,0,100,100,0
44,hotels_html/agoda-1740.html,100,100,0,100,100,0
44,hotels_html/booking-2002.html,100,100,0,100,100,0
44,hotels_html/agoda-0914.html,100,100,100,100,100,100
44,hotels_html/booking-1436.html,100,100,0,100,100,0
44,hotels_html/trip-0350.html,100,100,100,100,100,100
44,hotels_html/booking-0650.html,100,100,0,100,100,0
44,hotels_html/agoda-0800.html,100,100,0,100,100,0
44,hotels_html/kayak-1247.html,100,100,100,100,100,100
44,hotels_html/kayak-0546.html,100,100,0,100,100,0
44,hotels_html/trip-0306.html,100,100,100,100,100,100
44,hotels_html/booking-1366.html,100,100,0,100,100,0
44,hotels_html/hotel-1607.html,100,100,100,100,100,100
44,hotels_html/booking-0190.html,100,100,0,100,100,0
44,hotels_html/booking-1385.html,100,100,0,100,100,0
44,hotels_html/trip-0507.html,100,100,100,100,100,100
